id_pedido,fecha_salida,pais,producto,ciudad,dias_previstos,dias_reales,costo_envio,ingreso_venta,penalizacion,estado,lat,lon,margen_neto
PED-00021,2024-01-14,México,Laptop Pro,CDMX,8,8.0,60.33881054924208,301.3708725680089,0.0,A tiempo,19.4326,-99.1332,241.03206201876682
PED-00022,2024-10-14,Perú,Teclado Mecánico,Lima,6,6.0,45.92539892708398,32.76518163047518,0.0,A tiempo,-12.0464,-77.0428,-13.1602172966088
PED-00023,2024-04-11,México,Monitor 4K,Monterrey,6,8.0,59.07962313627049,112.38907116544009,12.004565132857683,Retrasado,25.6866,-100.3161,41.30488289631191
PED-00024,2024-11-28,Colombia,Mouse Ergonómico,Cali,3,5.0,31.234798091645946,119.03007967326128,25.087519110498192,Retrasado,3.4516,-76.5319,62.70776247111715
PED-00025,2024-12-25,Chile,Teclado Mecánico,Santiago,8,8.0,48.75714222837564,123.585569254296,0.0,A tiempo,-33.4489,-70.6693,74.82842702592036
PED-00026,2024-06-10,Colombia,Teclado Mecánico,Cali,4,4.0,27.88615770182031,-6.073122521797956,0.0,A tiempo,3.4516,-76.5319,-33.959280223618265
PED-00027,2024-08-02,Colombia,Mouse Ergonómico,Bogotá,4,4.0,37.46611364602157,154.65557647417754,0.0,A tiempo,4.711,-74.0721,117.18946282815597
PED-00028,2024-04-22,Perú,Laptop Pro,Trujillo,7,6.0,53.2557781678707,270.4905318126064,0.0,A tiempo,-8.115,-79.029,217.2347536447357
PED-00029,2024-08-17,Perú,Laptop Pro,Arequipa,6,9.0,72.75825427647638,327.462709870127,38.44470729775716,Retrasado,-16.409,-71.5375,216.25974829589347
PED-00030,2024-10-28,Colombia,Monitor 4K,Medellín,8,8.0,21.47775357002676,129.64295122729143,0.0,A tiempo,6.2476,-75.5658,108.16519765726467
PED-00031,2024-05-22,Perú,Laptop Pro,Lima,6,0.0,55.18101702029976,264.9321165752283,0.0,A tiempo,-12.0464,-77.0428,209.75109955492854
PED-00032,2024-01-04,Chile,Teclado Mecánico,Valparaíso,7,7.0,44.70798990188487,126.418398094062,0.0,A tiempo,-33.0472,-71.6127,81.71040819217713
PED-00033,2024-03-22,Chile,Teclado Mecánico,Valparaíso,7,6.0,41.30713013011356,84.58027036350568,0.0,A tiempo,-33.0472,-71.6127,43.27314023339211
PED-00034,2024-12-23,Colombia,Teclado Mecánico,Cali,3,0.0,29.89132862965028,17.144912826473714,0.0,A tiempo,3.4516,-76.5319,-12.746415803176564
PED-00035,2024-08-04,Chile,Mouse Ergonómico,Concepción,8,6.0,51.37352479407036,146.70967702111116,0.0,A tiempo,-36.8201,-73.0444,95.3361522270408
PED-00036,2024-06-23,Colombia,Laptop Pro,Bogotá,4,5.0,59.181735550600926,268.9982014793504,7.507318260020544,Retrasado,4.711,-74.0721,202.30914766872894
PED-00037,2024-05-22,Chile,Laptop Pro,Santiago,7,11.0,48.15854184316798,265.82026149047783,55.78155408962364,Retrasado,-33.4489,-70.6693,161.8801655576862
PED-00038,2024-03-20,México,Laptop Pro,Guadalajara,6,7.0,38.69821270515317,283.8773652785311,12.151056136180893,Retrasado,20.6597,-103.3496,233.02809643719704
PED-00039,2024-04-20,Colombia,Laptop Pro,Bogotá,4,4.0,32.73010717494385,310.88946901309555,0.0,A tiempo,4.711,-74.0721,278.1593618381517
PED-00040,2024-06-21,Chile,Monitor 4K,Concepción,9,11.0,29.25359962453632,97.70918356711591,23.275334722434,Retrasado,-36.8201,-73.0444,45.1802492201456
PED-00041,2024-02-22,México,Monitor 4K,Monterrey,5,5.0,49.08043217395734,121.9226769882868,0.0,A tiempo,25.6866,-100.3161,72.84224481432946
PED-00042,2024-02-17,Colombia,Teclado Mecánico,Medellín,6,6.0,30.160252822951605,46.42042533885365,0.0,A tiempo,6.2476,-75.5658,16.260172515902042
PED-00043,2024-07-13,Chile,Teclado Mecánico,Santiago,7,6.0,57.94600382945212,70.30454518277061,0.0,A tiempo,-33.4489,-70.6693,12.358541353318493
PED-00044,2024-02-19,Chile,Mouse Ergonómico,Valparaíso,7,4.0,59.73622249427847,95.36011710713866,0.0,A tiempo,-33.0472,-71.6127,35.62389461286019
PED-00045,2024-07-02,México,Hub Usb-C,Monterrey,5,5.0,44.96430381092283,175.91549170634823,0.0,A tiempo,25.6866,-100.3161,130.9511878954254
PED-00046,2024-06-25,Perú,Teclado Mecánico,Trujillo,8,9.0,48.49385985370067,95.44749846344968,13.997596153682574,Retrasado,-8.115,-79.029,32.956042456066434
PED-00047,2024-11-05,Perú,Laptop Pro,Trujillo,6,6.0,42.33879169389329,343.4088905464653,0.0,A tiempo,-8.115,-79.029,301.07009885257196
PED-00048,2024-05-15,México,Teclado Mecánico,Monterrey,5,5.0,38.71937445192306,101.5422067513727,0.0,A tiempo,25.6866,-100.3161,62.822832299449644
PED-00049,2024-01-23,México,Teclado Mecánico,CDMX,5,4.0,53.098947793806346,80.65365450249726,0.0,A tiempo,19.4326,-99.1332,27.554706708690915
PED-00050,2024-08-23,Colombia,Monitor 4K,Bogotá,6,8.0,17.264144514034008,90.13102303542236,25.93975309517971,Retrasado,4.711,-74.0721,46.92712542620863
PED-00051,2024-10-01,Perú,Laptop Pro,Trujillo,6,4.0,45.85373099428137,293.26321151884474,0.0,A tiempo,-8.115,-79.029,247.40948052456338
PED-00052,2024-03-04,Colombia,Mouse Ergonómico,Medellín,5,7.0,20.048260401007624,124.14582955842954,12.614694789157,Retrasado,6.2476,-75.5658,91.48287436826492
PED-00053,2024-07-12,Chile,Mouse Ergonómico,Valparaíso,9,8.0,55.4968318629026,154.98445070306218,0.0,A tiempo,-33.0472,-71.6127,99.48761884015957
PED-00054,2024-02-10,México,Mouse Ergonómico,Monterrey,6,6.0,68.01430099266489,114.38723390745284,0.0,A tiempo,25.6866,-100.3161,46.37293291478795
PED-00055,2024-10-09,Colombia,Teclado Mecánico,Cali,3,1.0,16.984120171966687,147.48310714967022,0.0,A tiempo,3.4516,-76.5319,130.49898697770354
PED-00056,2024-05-30,México,Mouse Ergonómico,Guadalajara,5,5.0,31.469815171024308,61.40841049481258,0.0,A tiempo,20.6597,-103.3496,29.93859532378827
PED-00057,2024-11-17,Colombia,Mouse Ergonómico,Cali,4,7.0,28.75113114649933,83.41477964743878,43.49865027996612,Retrasado,3.4516,-76.5319,11.164998220973324
PED-00058,2024-11-12,Chile,Mouse Ergonómico,Santiago,9,11.0,50.15697795957758,71.02789863169333,26.112738505498363,Retrasado,-33.4489,-70.6693,-5.241817833382612
PED-00059,2024-04-07,Chile,Monitor 4K,Santiago,8,11.0,52.18659306757298,112.5777836349941,26.326362689866716,Retrasado,-33.4489,-70.6693,34.06482787755441
PED-00060,2024-10-22,Perú,Laptop Pro,Lima,6,8.0,45.53679484765655,285.6416645928235,25.77372858462848,Retrasado,-12.0464,-77.0428,214.33114116053844
PED-00061,2024-04-08,Perú,Monitor 4K,Arequipa,6,5.0,47.99360701174568,129.19091748136782,0.0,A tiempo,-16.409,-71.5375,81.19731046962214
PED-00062,2024-12-26,Chile,Laptop Pro,Valparaíso,7,7.0,53.67510410540602,262.75993153470233,0.0,A tiempo,-33.0472,-71.6127,209.0848274292963
PED-00063,2024-02-05,Colombia,Monitor 4K,Cali,3,3.0,40.40430892644839,101.72123893285126,0.0,A tiempo,3.4516,-76.5319,61.31693000640288
PED-00064,2024-01-24,México,Laptop Pro,Monterrey,9,13.0,30.44951229681717,327.47431644049027,35.4286685104408,Retrasado,25.6866,-100.3161,261.59613563323234
PED-00065,2024-12-04,Chile,Mouse Ergonómico,Valparaíso,7,6.0,46.310605609685375,17.387888998375587,0.0,A tiempo,-33.0472,-71.6127,-28.922716611309788
PED-00066,2024-04-26,Chile,Hub Usb-C,Santiago,10,13.0,52.13808793941063,184.86525229320813,22.169597632670296,Retrasado,-33.4489,-70.6693,110.55756672112719
PED-00067,2024-05-28,Colombia,Mouse Ergonómico,Cali,3,6.0,20.82023895389264,88.67392460480497,21.19539494789352,Retrasado,3.4516,-76.5319,46.65829070301881
PED-00068,2024-02-10,Chile,Hub Usb-C,Santiago,7,12.0,67.311696317673,18.998403452953085,73.49103926205201,Retrasado,-33.4489,-70.6693,-121.80433212677193
PED-00069,2024-04-29,Chile,Mouse Ergonómico,Valparaíso,7,7.0,43.64590119771263,106.32375594307145,0.0,A tiempo,-33.0472,-71.6127,62.677854745358815
PED-00070,2024-02-21,Colombia,Monitor 4K,Bogotá,4,6.0,29.587073129927173,101.33773871892603,25.715643007875087,Retrasado,4.711,-74.0721,46.03502258112377
PED-00071,2024-07-13,Chile,Hub Usb-C,Concepción,8,14.0,55.56022096842291,96.72422481710028,49.28219734445221,Retrasado,-36.8201,-73.0444,-8.11819349577484
PED-00072,2024-05-22,Perú,Mouse Ergonómico,Arequipa,7,7.0,44.087152111981055,139.64764451706665,0.0,A tiempo,-16.409,-71.5375,95.5604924050856
PED-00073,2024-08-20,Perú,Teclado Mecánico,Trujillo,6,4.0,31.534269521955828,129.89779885708225,0.0,A tiempo,-8.115,-79.029,98.36352933512643
PED-00074,2024-11-21,Perú,Hub Usb-C,Arequipa,6,3.0,45.71345473083467,111.9150476409538,0.0,A tiempo,-16.409,-71.5375,66.20159291011913
PED-00075,2024-07-05,Perú,Laptop Pro,Arequipa,6,8.0,60.2944055592704,318.0062253578659,21.035585674513907,Retrasado,-16.409,-71.5375,236.67623412408162
PED-00076,2024-03-24,Chile,Monitor 4K,Valparaíso,8,5.0,46.63104873214861,95.82566202247654,0.0,A tiempo,-33.0472,-71.6127,49.19461329032793
PED-00077,2024-07-08,México,Mouse Ergonómico,Guadalajara,6,6.0,41.53565698541021,171.01963396960193,0.0,A tiempo,20.6597,-103.3496,129.4839769841917
PED-00078,2024-06-30,Perú,Mouse Ergonómico,Lima,6,8.0,59.256722095027214,40.83215926568933,10.998449713267584,Retrasado,-12.0464,-77.0428,-29.42301254260547
PED-00079,2024-04-17,Perú,Laptop Pro,Trujillo,8,9.0,46.692251039769474,305.58606696863586,6.155566988363388,Retrasado,-8.115,-79.029,252.738248940503
PED-00080,2024-12-09,Chile,Mouse Ergonómico,Valparaíso,8,10.0,44.89839186349783,102.6009852475512,11.4273402777876,Retrasado,-33.0472,-71.6127,46.275253106265765
PED-00081,2024-05-16,Chile,Mouse Ergonómico,Concepción,7,8.0,51.4945608966331,132.53121624258372,12.605581155199229,Retrasado,-36.8201,-73.0444,68.4310741907514
PED-00082,2024-12-25,Colombia,Laptop Pro,Cali,3,7.0,37.70750209618787,266.245844903004,39.422648091337166,Retrasado,3.4516,-76.5319,189.11569471547898
PED-00083,2024-12-15,Perú,Laptop Pro,Trujillo,7,6.0,73.81713531732547,230.25309590413852,0.0,A tiempo,-8.115,-79.029,156.43596058681305
PED-00084,2024-11-27,Colombia,Teclado Mecánico,Medellín,3,3.0,38.27236107657423,106.27292064392772,0.0,A tiempo,6.2476,-75.5658,68.00055956735349
PED-00085,2024-02-06,Perú,Teclado Mecánico,Trujillo,6,6.0,61.59839966388344,111.24921968874416,0.0,A tiempo,-8.115,-79.029,49.65082002486072
PED-00086,2024-11-07,México,Laptop Pro,Guadalajara,6,9.0,44.94033801012144,359.583976377906,42.32255438214442,Retrasado,20.6597,-103.3496,272.3210839856402
PED-00087,2024-11-21,Chile,Hub Usb-C,Santiago,7,10.0,39.741318940305234,49.18551814699655,36.47029440367731,Retrasado,-33.4489,-70.6693,-27.02609519698599
PED-00088,2024-03-28,Chile,Hub Usb-C,Santiago,9,11.0,50.62331349619123,146.1877506686688,27.69364754843376,Retrasado,-33.4489,-70.6693,67.87078962404381
PED-00089,2024-09-30,Colombia,Hub Usb-C,Cali,5,8.0,31.07169915259596,194.69657456108484,24.589440827628746,Retrasado,3.4516,-76.5319,139.03543458086014
PED-00090,2024-05-05,Colombia,Monitor 4K,Cali,4,5.0,19.214872586354023,84.88940449910092,0.0,A tiempo,3.4516,-76.5319,65.6745319127469
PED-00091,2024-03-24,Chile,Teclado Mecánico,Valparaíso,9,14.0,48.24705470095987,48.36231122027104,55.6856090927114,Retrasado,-33.0472,-71.6127,-55.570352573400235
PED-00092,2024-08-24,Chile,Hub Usb-C,Valparaíso,7,11.0,53.99317601719131,83.72102534506516,44.94503789189056,Retrasado,-33.0472,-71.6127,-15.217188564016709
PED-00093,2024-07-13,Chile,Hub Usb-C,Santiago,8,10.0,53.6039339501808,100.56019869485525,19.63399676024682,Retrasado,-33.4489,-70.6693,27.322267984427622
PED-00094,2024-05-18,Perú,Hub Usb-C,Lima,6,11.0,55.042878533842725,122.55151500027658,45.032892421897664,Retrasado,-12.0464,-77.0428,22.475744044536192
PED-00095,2024-11-23,Perú,Laptop Pro,Arequipa,6,3.0,52.90964730137443,276.3442108064781,0.0,A tiempo,-16.409,-71.5375,223.43456350510365
PED-00096,2024-12-18,México,Mouse Ergonómico,CDMX,7,7.0,44.929913407299445,162.20794136589367,0.0,A tiempo,19.4326,-99.1332,117.27802795859424
PED-00097,2024-10-12,Perú,Monitor 4K,Arequipa,7,7.0,44.86099373351157,55.41870739967753,0.0,A tiempo,-16.409,-71.5375,10.55771366616596
PED-00098,2024-04-22,Chile,Mouse Ergonómico,Valparaíso,8,10.0,38.01048602006124,30.431793913088,24.54584954479137,Retrasado,-33.0472,-71.6127,-32.124541651764616
PED-00099,2024-12-16,Perú,Teclado Mecánico,Trujillo,7,6.0,67.84775039185095,144.26841697149268,0.0,A tiempo,-8.115,-79.029,76.42066657964173
PED-00100,2024-06-15,Colombia,Mouse Ergonómico,Cali,4,6.0,30.13450364619293,9.015158751752011,12.003386524746595,Retrasado,3.4516,-76.5319,-33.12273141918752
PED-00101,2024-01-29,Chile,Monitor 4K,Santiago,7,11.0,47.75146944205148,91.83480924509136,34.09724102210963,Retrasado,-33.4489,-70.6693,9.986098780930256
PED-00102,2024-04-27,Perú,Hub Usb-C,Trujillo,6,8.0,40.71207918547541,224.7072451683219,18.059456002467883,Retrasado,-8.115,-79.029,165.9357099803786
PED-00103,2024-01-17,Chile,Hub Usb-C,Concepción,9,10.0,79.35657902327779,99.51825788160274,5.165371245606708,Retrasado,-36.8201,-73.0444,14.99630761271824
PED-00104,2024-06-10,Colombia,Laptop Pro,Medellín,5,4.0,19.266719677771043,255.16929397215,0.0,A tiempo,6.2476,-75.5658,235.90257429437895
PED-00105,2024-07-24,Colombia,Laptop Pro,Bogotá,4,5.0,25.711520743939268,297.70410144852826,0.0,A tiempo,4.711,-74.0721,271.992580704589
PED-00106,2024-05-17,Perú,Monitor 4K,Trujillo,6,10.0,54.15836836286061,97.96796845521864,43.21672663120588,Retrasado,-8.115,-79.029,0.592873461152152
PED-00107,2024-03-02,Chile,Hub Usb-C,Santiago,10,12.0,56.00212965744278,106.42599761412468,11.47926374541912,Retrasado,-33.4489,-70.6693,38.944604211262785
PED-00108,2024-04-18,México,Mouse Ergonómico,Monterrey,5,5.0,59.57932055215685,126.49051928638478,0.0,A tiempo,25.6866,-100.3161,66.91119873422792
PED-00109,2024-10-17,Colombia,Mouse Ergonómico,Cali,7,7.0,48.07608507769263,58.43555326529043,0.0,A tiempo,3.4516,-76.5319,10.359468187597798
PED-00110,2024-06-10,México,Monitor 4K,Monterrey,5,1.0,55.06157655460712,167.50192220947173,0.0,A tiempo,25.6866,-100.3161,112.44034565486461
PED-00111,2024-04-18,Perú,Laptop Pro,Trujillo,6,5.0,39.43969200033333,309.8045713749047,0.0,A tiempo,-8.115,-79.029,270.3648793745714
PED-00112,2024-12-01,Colombia,Mouse Ergonómico,Bogotá,5,10.0,27.430548748782183,129.07176185607216,74.93750171956584,Retrasado,4.711,-74.0721,26.703711387724127
PED-00113,2024-09-12,México,Teclado Mecánico,Monterrey,5,3.0,53.07832372513885,74.8740240097743,0.0,A tiempo,25.6866,-100.3161,21.79570028463545
PED-00114,2024-07-21,Colombia,Monitor 4K,Medellín,4,5.0,50.68226041505824,151.45528547982133,7.988030640832746,Retrasado,6.2476,-75.5658,92.78499442393034
PED-00115,2024-11-25,México,Teclado Mecánico,CDMX,5,8.0,36.02194521575703,89.71790364747741,40.7506816547729,Retrasado,19.4326,-99.1332,12.945276776947487
PED-00116,2024-08-22,Chile,Teclado Mecánico,Valparaíso,9,7.0,62.02576505225228,111.10210053974129,0.0,A tiempo,-33.0472,-71.6127,49.076335487489004
PED-00117,2024-03-14,Chile,Laptop Pro,Santiago,7,8.0,51.79914369546417,262.6757569125156,11.296412342324572,Retrasado,-33.4489,-70.6693,199.58020087472687
PED-00118,2024-05-15,Perú,Hub Usb-C,Arequipa,7,10.0,58.37830535229481,60.12273494391493,38.85422167534567,Retrasado,-16.409,-71.5375,-37.10979208372555
PED-00119,2024-03-12,Colombia,Monitor 4K,Medellín,3,4.0,28.98005283364068,127.5282122581153,12.817458588152745,Retrasado,6.2476,-75.5658,85.73070083632187
PED-00120,2024-05-06,México,Hub Usb-C,Monterrey,8,16.0,41.575673698736736,82.25572679170456,68.42717665756376,Retrasado,25.6866,-100.3161,-27.747123564595938
PED-00121,2024-10-14,Perú,Mouse Ergonómico,Lima,7,4.0,57.50872779401332,65.84707649982491,0.0,A tiempo,-12.0464,-77.0428,8.33834870581159
PED-00122,2024-10-02,Chile,Mouse Ergonómico,Concepción,7,10.0,56.54431027105621,74.27266631891878,39.99170823792641,Retrasado,-36.8201,-73.0444,-22.26335219006384
PED-00123,2024-05-14,Chile,Monitor 4K,Valparaíso,7,7.0,59.72056965739722,127.95812286869683,0.0,A tiempo,-33.0472,-71.6127,68.23755321129961
PED-00124,2024-10-26,Perú,Laptop Pro,Lima,6,8.0,49.866953646213645,274.8384855518556,10.423276279640763,Retrasado,-12.0464,-77.0428,214.54825562600124
PED-00125,2024-08-07,Colombia,Mouse Ergonómico,Bogotá,5,7.0,24.001779766801505,95.29380273591345,16.73411337795067,Retrasado,4.711,-74.0721,54.55790959116127
PED-00126,2024-10-25,México,Mouse Ergonómico,Monterrey,7,7.0,34.412130049761586,100.60111001148388,0.0,A tiempo,25.6866,-100.3161,66.1889799617223
PED-00127,2024-07-23,Chile,Hub Usb-C,Santiago,8,9.0,58.19373268139407,23.306044559588045,7.32972212078039,Retrasado,-33.4489,-70.6693,-42.21741024258641
PED-00128,2024-07-04,Perú,Mouse Ergonómico,Lima,6,3.0,54.23889482443986,41.15494378505928,0.0,A tiempo,-12.0464,-77.0428,-13.08395103938058
PED-00129,2024-04-22,Chile,Laptop Pro,Santiago,8,10.0,40.342173671360406,313.4511155699025,10.737865778215363,Retrasado,-33.4489,-70.6693,262.3710761203268
PED-00130,2024-03-11,Chile,Mouse Ergonómico,Valparaíso,7,8.0,44.61426326703376,70.51882555389211,7.198007119619238,Retrasado,-33.0472,-71.6127,18.706555167239113
PED-00131,2024-09-17,México,Mouse Ergonómico,Guadalajara,6,8.0,45.3324118804856,142.26899645121674,16.191387044764628,Retrasado,20.6597,-103.3496,80.7451975259665
PED-00132,2024-09-09,Colombia,Teclado Mecánico,Bogotá,6,9.0,15.17015568017582,138.67228417002178,33.50652215899184,Retrasado,4.711,-74.0721,89.99560633085412
PED-00133,2024-02-16,Colombia,Laptop Pro,Medellín,3,4.0,21.823176033948663,328.7667466542175,10.341016900858657,Retrasado,6.2476,-75.5658,296.6025537194102
PED-00134,2024-01-25,México,Mouse Ergonómico,Guadalajara,9,10.0,38.66169643193646,172.7908714925039,7.182694828533861,Retrasado,20.6597,-103.3496,126.94648023203358
PED-00135,2024-02-26,Perú,Laptop Pro,Lima,6,5.0,45.87520988112063,296.6764268902727,0.0,A tiempo,-12.0464,-77.0428,250.80121700915205
PED-00136,2024-03-19,Perú,Laptop Pro,Lima,7,8.0,42.61302501670437,325.9552770361536,0.0,A tiempo,-12.0464,-77.0428,283.34225201944923
PED-00137,2024-11-17,Colombia,Mouse Ergonómico,Medellín,3,4.0,13.729950791332511,76.62396093615875,30.075888801049665,Retrasado,6.2476,-75.5658,32.818121343776575
PED-00138,2024-03-22,Chile,Mouse Ergonómico,Valparaíso,7,11.0,70.22590230569482,198.09479651474896,30.847111428448137,Retrasado,-33.0472,-71.6127,97.021782780606
PED-00139,2024-12-14,Chile,Laptop Pro,Concepción,9,9.0,62.52540731029231,379.3453460974408,0.0,A tiempo,-36.8201,-73.0444,316.81993878714854
PED-00140,2024-08-04,Perú,Hub Usb-C,Trujillo,7,8.0,42.20980578480015,100.47521738071168,9.638652214288475,Retrasado,-8.115,-79.029,48.62675938162305
PED-00141,2024-11-01,México,Hub Usb-C,Monterrey,7,6.0,52.7242139665361,115.46344919620768,0.0,A tiempo,25.6866,-100.3161,62.73923522967158
PED-00142,2024-02-02,Chile,Laptop Pro,Valparaíso,9,12.0,54.17465089821295,354.3719039745922,36.877992175099,Retrasado,-33.0472,-71.6127,263.31926090128024
PED-00143,2024-07-16,Perú,Laptop Pro,Lima,8,10.0,61.91085854773477,294.1144198074357,16.57690576417979,Retrasado,-12.0464,-77.0428,215.62665549552113
PED-00144,2024-07-14,México,Hub Usb-C,CDMX,5,10.0,41.81394973339921,73.73503716801181,57.67444660291238,Retrasado,19.4326,-99.1332,-25.75335916829978
PED-00145,2024-11-01,Colombia,Hub Usb-C,Cali,7,6.0,40.92106783982426,134.95959004027532,0.0,A tiempo,3.4516,-76.5319,94.03852220045106
PED-00146,2024-08-27,México,Teclado Mecánico,Guadalajara,7,7.0,44.52094695793065,103.1375698433468,0.0,A tiempo,20.6597,-103.3496,58.61662288541615
PED-00147,2024-09-27,Colombia,Hub Usb-C,Bogotá,6,7.0,16.641375958313866,107.31977798581042,12.721525048074646,Retrasado,4.711,-74.0721,77.9568769794219
PED-00148,2024-05-08,Perú,Hub Usb-C,Lima,7,9.0,57.24136559314498,66.62914627728138,28.56017483549108,Retrasado,-12.0464,-77.0428,-19.172394151354677
PED-00149,2024-10-10,México,Monitor 4K,Guadalajara,6,6.0,62.907584241224285,31.293114065464152,0.0,A tiempo,20.6597,-103.3496,-31.614470175760133
PED-00150,2024-01-06,Perú,Mouse Ergonómico,Lima,7,6.0,75.87908973530685,109.44569639516403,0.0,A tiempo,-12.0464,-77.0428,33.566606659857186
PED-00151,2024-12-14,Colombia,Teclado Mecánico,Medellín,3,6.0,18.002747349097866,136.198481659768,28.92799260857819,Retrasado,6.2476,-75.5658,89.26774170209194
PED-00152,2024-02-28,Chile,Teclado Mecánico,Valparaíso,8,10.0,56.989196850807886,90.96773003695832,28.543496754719776,Retrasado,-33.0472,-71.6127,5.435036431430653
PED-00153,2024-12-15,Chile,Laptop Pro,Concepción,7,6.0,45.90198756206467,357.45718078235467,0.0,A tiempo,-36.8201,-73.0444,311.55519322029
PED-00154,2024-10-01,Colombia,Monitor 4K,Cali,4,8.0,37.83358710524031,71.84334698337821,23.59513120402552,Retrasado,3.4516,-76.5319,10.414628674112379
PED-00155,2024-05-16,Chile,Mouse Ergonómico,Santiago,7,10.0,35.295104487687496,57.8118218013632,18.957894772614324,Retrasado,-33.4489,-70.6693,3.5588225410613816
PED-00156,2024-11-24,Chile,Teclado Mecánico,Santiago,9,10.0,37.37230224301436,97.31078771215476,9.955091773306382,Retrasado,-33.4489,-70.6693,49.983393695834025
PED-00157,2024-06-23,México,Hub Usb-C,Monterrey,6,7.0,42.24125176833516,96.69629698594838,6.066192728054235,Retrasado,25.6866,-100.3161,48.388852489558985
PED-00158,2024-02-27,México,Hub Usb-C,CDMX,5,6.0,50.78964045668084,130.79874925340891,16.91161746697395,Retrasado,19.4326,-99.1332,63.09749132975412
PED-00159,2024-05-30,Chile,Hub Usb-C,Concepción,8,7.0,43.58918733461645,69.00148703744061,0.0,A tiempo,-36.8201,-73.0444,25.412299702824164
PED-00160,2024-08-10,México,Mouse Ergonómico,Guadalajara,8,9.0,56.590543439134194,154.7237694725959,11.36040355131886,Retrasado,20.6597,-103.3496,86.77282248214286
PED-00161,2024-03-21,Colombia,Teclado Mecánico,Bogotá,3,0.0,40.26894618257914,178.67667850033013,0.0,A tiempo,4.711,-74.0721,138.40773231775097
PED-00162,2024-08-20,México,Mouse Ergonómico,Monterrey,6,9.0,55.995775412453554,98.43423892126631,44.90201310883145,Retrasado,25.6866,-100.3161,-2.4635496000186876
PED-00163,2024-01-02,México,Laptop Pro,Monterrey,6,4.0,66.18787639660869,349.98841680737274,0.0,A tiempo,25.6866,-100.3161,283.80054041076403
